Community_ID,Community,exit_number,road_name,fclass,osm_id,graph_node_x,graph_node_y,component_id_after_cut,component_size_after_cut,largest_outside_component_size,exit_status
916,Angatyepe,5,,track,1266217945,173340.62,-2562904.87,0,711105,711105,EXTERNAL_EXIT
916,Angatyepe,6,,track,1266217945,174629.97,-2562265.48,112,13,711105,LOCAL_OR_DEAD_END
916,Angatyepe,7,,service,377597054,173313.13,-2563009.97,0,711105,711105,EXTERNAL_EXIT
168,Arlparra,1,Sandover Highway,secondary,914580551,283611.33,-2380787.13,0,711047,711047,EXTERNAL_EXIT
168,Arlparra,2,,unclassified,920025228,283389.51,-2380669.42,0,711047,711047,EXTERNAL_EXIT
168,Arlparra,3,,unclassified,920025216,283915.93,-2378855.45,0,711047,711047,EXTERNAL_EXIT
168,Arlparra,4,,unclassified,920025230,284235.35,-2378890.98,0,711047,711047,EXTERNAL_EXIT
168,Arlparra,5,,unclassified,920025231,284376.2,-2378942.43,0,711047,711047,EXTERNAL_EXIT
168,Arlparra,6,Sandover Highway,secondary,914580550,284432.91,-2378969.26,0,711047,711047,EXTERNAL_EXIT
968,Armorran,1,,track_grade5,440558396,152706,-1238754.53,152,5,711247,LOCAL_OR_DEAD_END
968,Armorran,2,,track_grade5,440558396,154651.84,-1238920.54,0,711247,711247,EXTERNAL_EXIT
919,Arrillhjere,1,,service,1030834933,163069.85,-2566635.61,0,711253,711253,EXTERNAL_EXIT
919,Arrillhjere,2,,unclassified,440574356,164053.97,-2565969.15,0,711253,711253,EXTERNAL_EXIT
919,Arrillhjere,3,,track,1030834930,163133.11,-2567443.46,128,9,711253,LOCAL_OR_DEAD_END
919,Arrillhjere,4,,track,1030834930,163012.31,-2566961.85,0,711253,711253,EXTERNAL_EXIT
146,Atnarara,1,,unclassified,376796554,286242.47,-2373527.59,0,711209,711209,EXTERNAL_EXIT
146,Atnarara,2,,unclassified,376796554,284775.93,-2372219.64,57,57,711209,LOCAL_OR_DEAD_END
146,Atnarara,3,,track_grade5,440736274,286284.54,-2373451.44,0,711209,711209,EXTERNAL_EXIT
146,Atnarara,4,,track_grade5,440736274,285842.11,-2372117.56,0,711209,711209,EXTERNAL_EXIT
10677,Batchelor,1,Coach Road,unclassified,1447151497,-107519.27,-1379264.82,0,710933,710933,EXTERNAL_EXIT
10677,Batchelor,2,Woolley Court,residential,242025983,-106410.63,-1379234.89,110,13,710933,LOCAL_OR_DEAD_END
10677,Batchelor,3,Cameron Road,residential,242025987,-106407.35,-1379232.46,110,13,710933,LOCAL_OR_DEAD_END
10677,Batchelor,4,Meneling Road,unclassified,1554834999,-107982.98,-1378509.21,0,710933,710933,EXTERNAL_EXIT
10677,Batchelor,5,,unclassified,300792860,-107683.41,-1377701.98,0,710933,710933,EXTERNAL_EXIT
10677,Batchelor,6,Rum Jungle Road,secondary,801792816,-107439.8,-1377528.24,0,710933,710933,EXTERNAL_EXIT
10677,Batchelor,7,Batchelor Road,secondary,374619705,-106062.7,-1378799.52,0,710933,710933,EXTERNAL_EXIT
25,Blackwater,1,,track,783468098,-10846.57,-2508889.28,0,711191,711191,EXTERNAL_EXIT
25,Blackwater,2,,track_grade2,777731426,-9573.91,-2508457.16,0,711191,711191,EXTERNAL_EXIT
25,Blackwater,3,,track,783468108,-9448.45,-2507980,165,3,711191,LOCAL_OR_DEAD_END
25,Blackwater,4,,track,783468102,-10227.02,-2506998.59,144,6,711191,LOCAL_OR_DEAD_END
25,Blackwater,5,,track,783468107,-9557.81,-2507519.17,0,711191,711191,EXTERNAL_EXIT
25,Blackwater,6,,unclassified,143126489,-10146.66,-2507019.92,0,711191,711191,EXTERNAL_EXIT
25,Blackwater,7,,track_grade4,143126463,-10843.57,-2507055.04,0,711191,711191,EXTERNAL_EXIT
25,Blackwater,8,,track_grade4,143126463,-9460.13,-2507826.18,0,711191,711191,EXTERNAL_EXIT
11092,Borroloola,1,,track_grade2,769618879,462636.92,-1717502.15,161,4,710815,LOCAL_OR_DEAD_END
11092,Borroloola,2,Robinson Road,secondary,29222443,463296.2,-1715698.43,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,3,Robinson Road,secondary,29222443,463358.45,-1717684.9,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,4,,track,769618878,462285.27,-1716357.17,119,11,710815,LOCAL_OR_DEAD_END
11092,Borroloola,5,,track,769618878,462323.08,-1716266.29,119,11,710815,LOCAL_OR_DEAD_END
11092,Borroloola,6,,track,769618878,462386.04,-1716152.22,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,7,,track_grade2,769618877,462587.31,-1715925.12,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,8,Mulholland Street,residential,101389461,462652.64,-1715876.08,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,9,Anyula Street,residential,101389453,463035.45,-1715713.37,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,10,,track_grade3,769621899,463749.75,-1715844.88,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,11,Jose Street,residential,379217392,462743.23,-1715819.37,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,12,Harney Court,residential,101389509,462856.07,-1715766.22,169,2,710815,LOCAL_OR_DEAD_END
11092,Borroloola,13,,residential,745883527,462961.97,-1715731.23,0,710815,710815,EXTERNAL_EXIT
11092,Borroloola,14,,service,769622554,463252.37,-1715696.28,0,710815,710815,EXTERNAL_EXIT
24904,Brumby Plains,1,,track_grade5,440949744,-318102.03,-1820892.8,0,711281,711281,EXTERNAL_EXIT
24904,Brumby Plains,2,,track_grade5,440949744,-319438.87,-1822159,0,711281,711281,EXTERNAL_EXIT
949,Bunhanura,1,Barge Landing Road,tertiary,1335603143,412827.15,-1311648.83,0,711142,711142,EXTERNAL_EXIT
949,Bunhanura,2,Barge Landing Road,tertiary,1335603143,411217.78,-1310520.8,50,72,711142,LOCAL_OR_DEAD_END
12194,Daly Waters,1,,service,423688133,147655.75,-1730940.88,0,711053,711053,EXTERNAL_EXIT
12194,Daly Waters,2,,secondary,809069014,147131.56,-1731120.43,0,711053,711053,EXTERNAL_EXIT
12194,Daly Waters,3,,unclassified,98696503,146431.34,-1729364.63,0,711053,711053,EXTERNAL_EXIT
477,Dhipirrinjura,1,,track_grade5,445443558,343574.67,-1296368.88,19,239,711288,LOCAL_OR_DEAD_END
981,Djirrbiyak,1,,unclassified,445554023,84655.65,-1344718.48,179,1,711245,LOCAL_OR_DEAD_END
981,Djirrbiyak,2,Kakadu Highway,secondary,509686230,84674.64,-1344711.68,0,711245,711245,EXTERNAL_EXIT
981,Djirrbiyak,3,Kakadu Highway,secondary,509686230,84754.3,-1344678.45,0,711245,711245,EXTERNAL_EXIT
46,Dons Bore,1,,unclassified,188551915,-7262.48,-2395798.41,0,711278,711278,EXTERNAL_EXIT
46,Dons Bore,2,,unclassified,188551915,-9147.17,-2396278.02,0,711278,711278,EXTERNAL_EXIT
34,Eight Mile,1,,track,93777079,69473.45,-2578846.18,0,710729,710729,EXTERNAL_EXIT
34,Eight Mile,2,,track_grade4,448801069,68857.63,-2579100.61,0,710729,710729,EXTERNAL_EXIT
34,Eight Mile,3,No Entry (Aboriginal Freehold),unclassified,440566916,67855.66,-2578411.94,0,710729,710729,EXTERNAL_EXIT
34,Eight Mile,4,,track_grade3,456567647,67806.61,-2578116.07,0,710729,710729,EXTERNAL_EXIT
34,Eight Mile,5,,track,446597493,69108.73,-2577150.67,12,476,710729,LOCAL_OR_DEAD_END
920,Elitjia,1,Larapinta Drive,primary,376662588,162172.72,-2566029.03,0,711232,711232,EXTERNAL_EXIT
920,Elitjia,2,Larapinta Drive,primary,376662588,163630.81,-2565853.33,0,711232,711232,EXTERNAL_EXIT
920,Elitjia,3,,unclassified,440574356,163982.52,-2566614.41,0,711232,711232,EXTERNAL_EXIT
920,Elitjia,4,,unclassified,440574356,163967.17,-2566783.04,136,7,711232,LOCAL_OR_DEAD_END
920,Elitjia,5,,track,1030834930,163171.63,-2567595.45,138,7,711232,LOCAL_OR_DEAD_END
920,Elitjia,6,,track,534414177,163559.24,-2565797.96,0,711232,711232,EXTERNAL_EXIT
12641,Elliott,1,,track,208044673,164290.86,-1874549.97,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,2,,unclassified,208044536,164629.97,-1874206.95,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,3,,track,208044533,164749.29,-1873491.33,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,4,,track,397715201,164769.34,-1873733.82,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,5,,track,845670167,164709.49,-1874039.27,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,6,,track,845670167,163256.71,-1872840.88,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,7,,track_grade4,777686507,162790.01,-1873504.3,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,8,Stuart Highway,trunk,845670165,164683.67,-1874103.7,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,9,Stuart Highway,trunk,845670165,163213.35,-1872867.19,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,10,,track_grade4,777684560,163031.43,-1873025.88,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,11,,service,768114735,163114.54,-1872944.13,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,12,,service,768114735,163143.93,-1872918.67,0,710857,710857,EXTERNAL_EXIT
12641,Elliott,13,,track,1493486736,164193.48,-1872791.87,0,710857,710857,EXTERNAL_EXIT
57,Five Mile,1,,track,1223940767,85519.7,-2582725.11,0,711269,711269,EXTERNAL_EXIT
57,Five Mile,2,,unclassified,93787034,86409.68,-2581402.9,0,711269,711269,EXTERNAL_EXIT
57,Five Mile,3,,unclassified,93787034,84492.77,-2581956.56,0,711269,711269,EXTERNAL_EXIT
489,Galawdjapin,1,,unclassified,447412014,311903.52,-1299824.79,0,711228,711228,EXTERNAL_EXIT
489,Galawdjapin,2,,unclassified,447412014,312392.71,-1297888.02,86,25,711228,LOCAL_OR_DEAD_END
489,Galawdjapin,3,,track_grade5,447412015,312538.06,-1299800.49,93,20,711228,LOCAL_OR_DEAD_END
963,Garanydjirr,1,,track_grade3,442415440,333803.28,-1298489.01,0,711274,711274,EXTERNAL_EXIT
973,Hingstons Place,1,Kaczinsky Road,unclassified,208044610,229812.49,-2104548.3,0,711046,711046,EXTERNAL_EXIT
973,Hingstons Place,2,,track,1334814326,229852.89,-2104538.18,0,711046,711046,EXTERNAL_EXIT
973,Hingstons Place,3,Stuart Highway,trunk,226560897,229088.48,-2104447.02,0,711046,711046,EXTERNAL_EXIT
973,Hingstons Place,4,Stuart Highway,trunk,172569408,229416.7,-2102591.42,0,711046,711046,EXTERNAL_EXIT
973,Hingstons Place,5,,track,1204744982,229202.24,-2102651.21,35,108,711046,LOCAL_OR_DEAD_END
973,Hingstons Place,6,,track,1204744981,229385.9,-2102595.99,35,108,711046,LOCAL_OR_DEAD_END
973,Hingstons Place,7,,track,1204744461,229301.1,-2102617.09,35,108,711046,LOCAL_OR_DEAD_END
973,Hingstons Place,8,Warrego Road,tertiary,226561034,228716.36,-2104079.41,0,711046,711046,EXTERNAL_EXIT
800,Hunters Camp,1,Kakadu Highway,secondary,509686230,91288.55,-1336121.59,0,711260,711260,EXTERNAL_EXIT
800,Hunters Camp,2,Arnhem Highway,secondary,505983119,92221.79,-1335972.87,0,711260,711260,EXTERNAL_EXIT
800,Hunters Camp,3,Arnhem Highway,primary,172807010,90631.68,-1335345.13,0,711260,711260,EXTERNAL_EXIT
52,Importna,1,,track,448917599,74863.01,-2585123.66,0,711220,711220,EXTERNAL_EXIT
52,Importna,2,,service,93780642,75595.37,-2584822.33,0,711220,711220,EXTERNAL_EXIT
52,Importna,3,Larapinta Drive,primary,1068740878,75672.1,-2584732.96,0,711220,711220,EXTERNAL_EXIT
52,Importna,4,,track,93776147,73990.82,-2584580.84,0,711220,711220,EXTERNAL_EXIT
52,Importna,5,,track,93776549,74023.05,-2583611.2,0,711220,711220,EXTERNAL_EXIT
52,Importna,6,Larapinta Drive,primary,182528307,73915.05,-2583865.61,0,711220,711220,EXTERNAL_EXIT
932,Inbina Atwatye,1,Larapinta Drive,primary,376662588,171993.2,-2563254.46,0,710838,710838,EXTERNAL_EXIT
932,Inbina Atwatye,2,Larapinta Drive,primary,376662588,173852.05,-2562634.82,0,710838,710838,EXTERNAL_EXIT
932,Inbina Atwatye,3,,service,459809885,173588.17,-2563443.84,144,6,710838,LOCAL_OR_DEAD_END
932,Inbina Atwatye,4,,track,1266217945,172022.67,-2563303.63,0,710838,710838,EXTERNAL_EXIT
932,Inbina Atwatye,5,,track,1266217945,173858.05,-2562703.89,0,710838,710838,EXTERNAL_EXIT
932,Inbina Atwatye,6,,unclassified,1486469775,171864.34,-2562686.39,0,710838,710838,EXTERNAL_EXIT
932,Inbina Atwatye,7,,track,1485872453,173564.81,-2562049.24,0,710838,710838,EXTERNAL_EXIT
932,Inbina Atwatye,8,,track,1486469774,172659.14,-2561779.98,59,54,710838,LOCAL_OR_DEAD_END
82,Inkwelaye,1,,unclassified,203344393,290158.6,-2379986.84,0,711253,711253,EXTERNAL_EXIT
82,Inkwelaye,2,,unclassified,203344390,289067.48,-2378371.35,0,711253,711253,EXTERNAL_EXIT
82,Inkwelaye,3,,track,203344420,290720.37,-2378678.52,179,1,711253,LOCAL_OR_DEAD_END
771,Ipalala,1,,unclassified,448800813,69305.4,-2582355.98,0,711282,711282,EXTERNAL_EXIT
921,Irriltyere (A),1,Larapinta Drive,primary,376662588,169975.58,-2563796.99,0,711088,711088,EXTERNAL_EXIT
921,Irriltyere (A),2,Larapinta Drive,primary,376662588,171795.33,-2563298.64,0,711088,711088,EXTERNAL_EXIT
921,Irriltyere (A),3,,unclassified,1182599331,169979.31,-2563752.07,0,711088,711088,EXTERNAL_EXIT
921,Irriltyere (A),4,,residential,448647003,170322.97,-2563105.92,69,43,711088,LOCAL_OR_DEAD_END
921,Irriltyere (A),5,,track,1266217945,169972.66,-2563874.62,0,711088,711088,EXTERNAL_EXIT
921,Irriltyere (A),6,,track,1266217945,171824.32,-2563344.33,0,711088,711088,EXTERNAL_EXIT
921,Irriltyere (A),7,,residential,1486469778,170278.85,-2563145.91,69,43,711088,LOCAL_OR_DEAD_END
921,Irriltyere (A),8,,unclassified,1486469776,171232.63,-2562901.05,0,711088,711088,EXTERNAL_EXIT
921,Irriltyere (A),9,,residential,1486469777,171194.13,-2562891.4,91,21,711088,LOCAL_OR_DEAD_END
921,Irriltyere (A),10,,track,1246973499,170858.76,-2562872.57,162,4,711088,LOCAL_OR_DEAD_END
921,Irriltyere (A),11,,track,1246973499,171103.71,-2562875.25,91,21,711088,LOCAL_OR_DEAD_END
922,Irriltyere (B),1,,unclassified,448886137,169723.02,-2564000.66,0,711254,711254,EXTERNAL_EXIT
935,Itchy Koo Park,1,Larapinta Drive,primary,376662588,167495.58,-2564565.92,0,711166,711166,EXTERNAL_EXIT
935,Itchy Koo Park,2,Larapinta Drive,primary,376662588,166477.35,-2564925.81,0,711166,711166,EXTERNAL_EXIT
935,Itchy Koo Park,3,,service,457648445,167167.62,-2564543.19,0,711166,711166,EXTERNAL_EXIT
923,Iteyepintye,1,Larapinta Drive,primary,376662588,161996.06,-2566037.52,0,711141,711141,EXTERNAL_EXIT
923,Iteyepintye,2,Larapinta Drive,primary,376662588,161009.67,-2566160.16,0,711141,711141,EXTERNAL_EXIT
923,Iteyepintye,3,,unclassified,448898318,162086.62,-2564515.59,137,7,711141,LOCAL_OR_DEAD_END
923,Iteyepintye,4,,residential,448898306,162392.34,-2565146.66,92,20,711141,LOCAL_OR_DEAD_END
923,Iteyepintye,5,,residential,448898308,162392.37,-2565147.15,92,20,711141,LOCAL_OR_DEAD_END
923,Iteyepintye,6,,residential,448898307,162392.31,-2565145.95,92,20,711141,LOCAL_OR_DEAD_END
924,Itperlyenge,1,Larapinta Drive,primary,376662588,162887.7,-2566063.13,0,711119,711119,EXTERNAL_EXIT
924,Itperlyenge,2,Larapinta Drive,primary,376662588,162078.26,-2566032.33,0,711119,711119,EXTERNAL_EXIT
924,Itperlyenge,3,,service,1030834933,162883.31,-2566064.7,73,33,711119,LOCAL_OR_DEAD_END
924,Itperlyenge,4,,track,1246945074,162721.84,-2566113.31,73,33,711119,LOCAL_OR_DEAD_END
924,Itperlyenge,5,,unclassified,448898024,161717.16,-2565733.19,0,711119,711119,EXTERNAL_EXIT
924,Itperlyenge,6,,unclassified,448898024,161537.36,-2565334.64,83,27,711119,LOCAL_OR_DEAD_END
924,Itperlyenge,7,,track_grade1,448898029,161585.63,-2565496.74,0,711119,711119,EXTERNAL_EXIT
924,Itperlyenge,8,,unclassified,448898313,161966.78,-2565969.64,0,711119,711119,EXTERNAL_EXIT
924,Itperlyenge,9,,track_grade4,457648460,163505.39,-2564991.19,0,711119,711119,EXTERNAL_EXIT
824,Jemelke,1,,unclassified,776529067,193743.49,-2316602.78,16,328,710921,LOCAL_OR_DEAD_END
824,Jemelke,2,,track,208044571,193749.63,-2316156.86,0,710921,710921,EXTERNAL_EXIT
824,Jemelke,3,,track,208044571,191793.36,-2316568.23,0,710921,710921,EXTERNAL_EXIT
824,Jemelke,4,Stuart Highway,trunk,765978977,193770.44,-2316414.54,0,710921,710921,EXTERNAL_EXIT
824,Jemelke,5,Stuart Highway,trunk,226560891,191861.32,-2316776.56,0,710921,710921,EXTERNAL_EXIT
67,Kaporilya,1,,unclassified,93776005,72821.62,-2584990.33,0,711151,711151,EXTERNAL_EXIT
67,Kaporilya,2,,unclassified,93776005,72595.79,-2585026.15,59,55,711151,LOCAL_OR_DEAD_END
67,Kaporilya,3,,track,93776147,73302,-2584687.65,0,711151,711151,EXTERNAL_EXIT
67,Kaporilya,4,,track,93774164,72163.39,-2584949.58,59,55,711151,LOCAL_OR_DEAD_END
67,Kaporilya,5,,track,93776549,72813.14,-2583064.18,0,711151,711151,EXTERNAL_EXIT
67,Kaporilya,6,Larapinta Drive,primary,182528307,73445.02,-2583581.26,0,711151,711151,EXTERNAL_EXIT
67,Kaporilya,7,Larapinta Drive,primary,182528307,72750.55,-2583048.5,0,711151,711151,EXTERNAL_EXIT
14240,Kulgera,1,Stuart Highway,trunk,1068917571,128413.28,-2798386.87,0,711146,711146,EXTERNAL_EXIT
14240,Kulgera,2,Finke Road,tertiary,186251359,129732.75,-2797065.14,0,711146,711146,EXTERNAL_EXIT
14240,Kulgera,3,Stuart Highway,trunk,1068917572,128344.9,-2796596.62,0,711146,711146,EXTERNAL_EXIT
14240,Kulgera,4,,track,1030660779,127859.37,-2797206.99,116,12,711146,LOCAL_OR_DEAD_END
14240,Kulgera,5,Old Alignment,track_grade3,764347070,128830.98,-2796475.67,0,711146,711146,EXTERNAL_EXIT
14240,Kulgera,6,,track,1030660782,129677.02,-2796959.23,112,13,711146,LOCAL_OR_DEAD_END
391,Kungarrewarl,1,Maningrida Access,secondary,198378947,116001.13,-1302231.64,0,711000,711000,EXTERNAL_EXIT
391,Kungarrewarl,2,Maningrida Access,secondary,198378947,117813.32,-1301487.35,0,711000,711000,EXTERNAL_EXIT
391,Kungarrewarl,3,,track_grade3,444247568,117578.76,-1302846.36,22,221,711000,LOCAL_OR_DEAD_END
391,Kungarrewarl,4,,track_grade2,444247581,117981.45,-1302078.54,22,221,711000,LOCAL_OR_DEAD_END
391,Kungarrewarl,5,,tertiary,241565361,116714.03,-1301082.37,0,711000,711000,EXTERNAL_EXIT
718,Kuy,1,,track_grade3,323262310,-261673.59,-1488827.67,0,711271,711271,EXTERNAL_EXIT
925,Kwale Kwale,1,Larapinta Drive,primary,376662588,158287.25,-2566615.11,0,711175,711175,EXTERNAL_EXIT
925,Kwale Kwale,2,Larapinta Drive,primary,376662588,159575.53,-2566431.66,0,711175,711175,EXTERNAL_EXIT
925,Kwale Kwale,3,,track_grade4,450575012,157866.98,-2565485.64,0,711175,711175,EXTERNAL_EXIT
14359,Larrimah,1,,track_grade2,595075919,130472.79,-1654942.89,105,15,711071,LOCAL_OR_DEAD_END
14359,Larrimah,2,Stuart Highway,trunk,482759391,131847.03,-1656281.65,0,711071,711071,EXTERNAL_EXIT
14359,Larrimah,3,,unclassified,592021725,131253.07,-1654417.02,153,5,711071,LOCAL_OR_DEAD_END
14359,Larrimah,4,Stuart Highway,trunk,765978972,130985.38,-1654483.29,0,711071,711071,EXTERNAL_EXIT
14359,Larrimah,5,Larrimah Western Creek Road,unclassified,328316986,130713.15,-1656176.78,0,711071,711071,EXTERNAL_EXIT
856,Lizard Bore,1,Gary Junction Road,tertiary,189318493,-86850.59,-2511972.47,0,711275,711275,EXTERNAL_EXIT
856,Lizard Bore,2,Gary Junction Road,tertiary,189318493,-88645.3,-2512535.47,0,711275,711275,EXTERNAL_EXIT
614,Lul-Tju,1,Parnta Access Road,unclassified,188736186,-148929.37,-1965636.87,48,79,711190,LOCAL_OR_DEAD_END
614,Lul-Tju,2,Parnta Access Road,unclassified,188736186,-148233.79,-1963765.81,0,711190,711190,EXTERNAL_EXIT
94,Lyilyalanama,1,,track,93781350,75537.27,-2585730.04,149,5,711151,LOCAL_OR_DEAD_END
94,Lyilyalanama,2,,track,93781350,75498.09,-2585753.52,149,5,711151,LOCAL_OR_DEAD_END
94,Lyilyalanama,3,,unclassified,93776005,74049.35,-2585159.78,0,711151,711151,EXTERNAL_EXIT
94,Lyilyalanama,4,,track,93780622,76007.51,-2584843.37,0,711151,711151,EXTERNAL_EXIT
94,Lyilyalanama,5,Larapinta Drive,primary,1068740878,76008.63,-2584897.79,0,711151,711151,EXTERNAL_EXIT
94,Lyilyalanama,6,,track,93776147,74068.3,-2584547.44,0,711151,711151,EXTERNAL_EXIT
94,Lyilyalanama,7,,track,93776549,74541.5,-2583998.39,0,711151,711151,EXTERNAL_EXIT
94,Lyilyalanama,8,Larapinta Drive,primary,182528307,74382.16,-2584103.65,0,711151,711151,EXTERNAL_EXIT
897,Mandedjkadjang,1,,unclassified,447934882,225174.61,-1295767.32,28,139,711131,LOCAL_OR_DEAD_END
897,Mandedjkadjang,2,,unclassified,447934882,226035.65,-1294741.18,0,711131,711131,EXTERNAL_EXIT
23547,Mataranka,1,Stuart Highway,trunk,765978968,116371.67,-1584663.88,0,710824,710824,EXTERNAL_EXIT
23547,Mataranka,2,,track,262978366,116234.96,-1584719.26,0,710824,710824,EXTERNAL_EXIT
23547,Mataranka,3,,service,453949962,115183.68,-1584427.19,0,710824,710824,EXTERNAL_EXIT
23547,Mataranka,4,Carew Road,unclassified,117058672,115439.97,-1584635.55,0,710824,710824,EXTERNAL_EXIT
23547,Mataranka,5,,service,334320944,115140.97,-1583157.64,124,10,710824,LOCAL_OR_DEAD_END
23547,Mataranka,6,,service,334320944,114998.29,-1584119.26,124,10,710824,LOCAL_OR_DEAD_END
23547,Mataranka,7,,service,334320944,115003.05,-1584132.57,0,710824,710824,EXTERNAL_EXIT
23547,Mataranka,8,,track,262978377,116907.66,-1583547.43,164,3,710824,LOCAL_OR_DEAD_END
23547,Mataranka,9,,track,262978352,116824.86,-1583316.39,159,4,710824,LOCAL_OR_DEAD_END
23547,Mataranka,10,Roper Terrace,trunk,482759395,115225.58,-1583059.65,0,710824,710824,EXTERNAL_EXIT
23547,Mataranka,11,Martin Road,tertiary,462105405,116687.52,-1583111.86,30,132,710824,LOCAL_OR_DEAD_END
23547,Mataranka,12,,track,262978380,116580.58,-1583005.58,30,132,710824,LOCAL_OR_DEAD_END
872,Merral Ntarrakala,1,,service,1223940756,82916.25,-2582055.44,0,711217,711217,EXTERNAL_EXIT
872,Merral Ntarrakala,2,,track,93786570,82541.58,-2581562.58,0,711217,711217,EXTERNAL_EXIT
872,Merral Ntarrakala,3,,track,93782790,83519.97,-2580235.2,0,711217,711217,EXTERNAL_EXIT
872,Merral Ntarrakala,4,,unclassified,93787034,83544.83,-2582230.51,0,711217,711217,EXTERNAL_EXIT
872,Merral Ntarrakala,5,,unclassified,93787034,83969.47,-2582107.33,0,711217,711217,EXTERNAL_EXIT
106,Motna's,1,Palm Valley Track,unclassified,33920888,77882.21,-2586099.46,0,711130,711130,EXTERNAL_EXIT
106,Motna's,2,Larapinta Drive,primary,227896715,78497.05,-2585185.1,0,711130,711130,EXTERNAL_EXIT
106,Motna's,3,,track,93780622,76573.69,-2584793.64,0,711130,711130,EXTERNAL_EXIT
106,Motna's,4,,unclassified,208044600,78440.75,-2584848.1,0,711130,711130,EXTERNAL_EXIT
106,Motna's,5,Larapinta Drive,primary,1068740878,76499.39,-2585137.33,0,711130,711130,EXTERNAL_EXIT
106,Motna's,6,Kaltjarrinja Street,residential,208044535,78387.57,-2584722.45,0,711130,711130,EXTERNAL_EXIT
106,Motna's,7,,service,1223940748,78163.79,-2584432.48,0,711130,711130,EXTERNAL_EXIT
106,Motna's,8,,service,776784284,78181.65,-2584448.67,0,711130,711130,EXTERNAL_EXIT
106,Motna's,9,,service,1223940750,78146.96,-2584417.22,0,711130,711130,EXTERNAL_EXIT
106,Motna's,10,Raberaba Circuit,residential,172293679,77988.01,-2584306.1,0,711130,711130,EXTERNAL_EXIT
106,Motna's,11,Raberaba Circuit,residential,172293679,78229.11,-2584496.52,0,711130,711130,EXTERNAL_EXIT
106,Motna's,12,,track,93783958,77563.95,-2584179.82,0,711130,711130,EXTERNAL_EXIT
875,Mount Twellar,1,,track_grade4,446455293,164863.52,-2539819.04,0,711272,711272,EXTERNAL_EXIT
380,Mudginberri,1,,residential,452818436,95885.6,-1330275.73,59,52,711134,LOCAL_OR_DEAD_END
380,Mudginberri,2,,residential,452826153,95657.76,-1329062.25,0,711134,711134,EXTERNAL_EXIT
801,Mumukala,1,,unclassified,324991226,73620.46,-1331868.56,0,711229,711229,EXTERNAL_EXIT
801,Mumukala,2,,track_grade5,452375172,73514.46,-1329884.15,103,16,711229,LOCAL_OR_DEAD_END
648,Muruning,1,Victoria Highway,trunk,134014740,-163846.97,-1667647.44,0,710872,710872,EXTERNAL_EXIT
648,Muruning,2,,track_grade3,369735768,-163319.88,-1665723.05,0,710872,710872,EXTERNAL_EXIT
648,Muruning,3,,track_grade3,369735768,-163057.35,-1667581.39,17,272,710872,LOCAL_OR_DEAD_END
648,Muruning,4,Victoria Highway,trunk,320186826,-163880.84,-1665764.9,0,710872,710872,EXTERNAL_EXIT
648,Muruning,5,,track,320186821,-164194.37,-1665954.43,0,710872,710872,EXTERNAL_EXIT
678,Myatt,1,Victoria Highway,trunk,134014740,-163838.72,-1669166.31,0,710965,710965,EXTERNAL_EXIT
678,Myatt,2,Victoria Highway,trunk,134014740,-163925.83,-1671092.94,0,710965,710965,EXTERNAL_EXIT
678,Myatt,3,,track_grade3,369735768,-163308.77,-1671090.55,33,124,710965,LOCAL_OR_DEAD_END
678,Myatt,4,,track_grade3,369735768,-163193.68,-1669238.39,0,710965,710965,EXTERNAL_EXIT
886,Nadilmuk,1,,track,213563072,254879.03,-1266894.5,0,711274,711274,EXTERNAL_EXIT
770,Ntakarra,1,,track,93777079,68883.76,-2578068.3,128,9,710704,LOCAL_OR_DEAD_END
770,Ntakarra,2,,track,93777079,69200.18,-2578266.86,128,9,710704,LOCAL_OR_DEAD_END
770,Ntakarra,3,,track,93777079,69517.58,-2578928.45,0,710704,710704,EXTERNAL_EXIT
770,Ntakarra,4,,track_grade4,448801069,69413.08,-2579449.36,0,710704,710704,EXTERNAL_EXIT
770,Ntakarra,5,,track_grade3,446597492,68425.24,-2578004.03,12,531,710704,LOCAL_OR_DEAD_END
770,Ntakarra,6,No Entry (Aboriginal Freehold),unclassified,440566916,67530.7,-2578868.78,0,710704,710704,EXTERNAL_EXIT
