Community_ID,Community,exit_number,osm_id,road_name,fclass,graph_node_x,graph_node_y,status
410,Peppimenarti,1,320163319,Peppimenarti Road,tertiary,-209200.63,-1500526.62,NEW NODE
410,Peppimenarti,2,776690515,,service,-209433.3,-1500837.08,NEW NODE
410,Peppimenarti,3,320163324,,unclassified,-209170.09,-1500457.27,NEW NODE
410,Peppimenarti,4,777646785,,service,-209205.75,-1499651.09,NEW NODE
410,Peppimenarti,5,320163330,,unclassified,-209252.53,-1499567.08,NEW NODE
410,Peppimenarti,6,777648916,,track_grade4,-209881.87,-1499119.51,NEW NODE
138,Pmara Jutunta,1,776256877,,track_grade2,145481.27,-2390493.64,NEW NODE
138,Pmara Jutunta,2,776255148,,service,145562.83,-2390398.26,NEW NODE
138,Pmara Jutunta,3,776259373,,track_grade2,145977.11,-2390144.64,NEW NODE
138,Pmara Jutunta,4,485428762,Stuart Highway,trunk,145861.22,-2392007.01,NEW NODE
138,Pmara Jutunta,5,485428762,Stuart Highway,trunk,146031.78,-2390130,NEW NODE
138,Pmara Jutunta,6,226561241,,unclassified,146539.6,-2392062.1,NEW NODE
138,Pmara Jutunta,7,776256878,,track_grade2,145476.85,-2390499.6,NEW NODE
138,Pmara Jutunta,8,776252049,,track_grade2,146740.97,-2390213.35,NEW NODE
550,Ramingining,1,776237545,Lewangu Drive,tertiary,323708.05,-1304123.88,NEW NODE
550,Ramingining,2,1112649471,,track,325116.22,-1304402.06,NEW NODE
550,Ramingining,3,776237543,Dingbulu Road,unclassified,324238.98,-1304531.34,NEW NODE
550,Ramingining,4,1447426803,Dingbulu Road,tertiary,325387.47,-1303040.23,NEW NODE
641,Rittarangu,1,174686796,,unclassified,278888.24,-1561599.6,NEW NODE
258,Robinson River,1,776685088,,track_grade2,533517.64,-1794996.17,NEW NODE
258,Robinson River,2,143823870,Robinson River Road,unclassified,531965.16,-1794828.18,NEW NODE
642,Rockhole,1,26643374,Florina Road,tertiary,20982.67,-1538192.89,NEW NODE
642,Rockhole,2,26643374,Florina Road,tertiary,19297.87,-1539018.34,NEW NODE
642,Rockhole,3,233599507,Egan Street,unclassified,19332.79,-1538635.08,NEW NODE
642,Rockhole,4,1493649872,,service,19531.67,-1538267.09,NEW NODE
642,Rockhole,5,1493649873,,service,19497.93,-1538309.54,NEW NODE
642,Rockhole,6,1494324104,,service,20937.64,-1538152.07,NEW NODE
642,Rockhole,7,1494317439,,service,20406.98,-1537922.44,NEW NODE
642,Rockhole,8,233599508,Helena Road,unclassified,19604.54,-1538190.5,NEW NODE
642,Rockhole,9,233599510,Hendry Road,unclassified,20316.31,-1537916.33,NEW NODE
469,Rorruwuy,1,458789543,,track_grade5,475934.98,-1293347.73,NEW NODE
469,Rorruwuy,2,458789544,,track_grade5,475680.04,-1293465.49,NEW NODE
469,Rorruwuy,3,455250124,,track_grade4,476108.18,-1293312.75,NEW NODE
145,Santa Teresa,1,93255081,Old Andado Track (Binns Track),tertiary,238113.14,-2608265.56,NEW NODE
145,Santa Teresa,2,376524245,Power Road,unclassified,238359.11,-2608376.98,NEW NODE
145,Santa Teresa,3,376524245,Power Road,unclassified,238142.28,-2608283.02,NEW NODE
145,Santa Teresa,4,1553793223,Arlperre Road,residential,239113.46,-2606536.23,NEW NODE
145,Santa Teresa,5,778241253,,track_grade3,239438.9,-2606815.66,NEW NODE
145,Santa Teresa,6,777959213,,track,238730.26,-2606422.58,NEW NODE
145,Santa Teresa,7,928093204,,track,238628.75,-2606418.93,NEW NODE
145,Santa Teresa,8,928093204,,track,238711.35,-2606421.65,NEW NODE
145,Santa Teresa,9,777959569,,track,239005.11,-2606487.27,NEW NODE
145,Santa Teresa,10,1553793225,Phillipson Road,unclassified,238539.27,-2606423.82,NEW NODE
145,Santa Teresa,11,172449691,Santa Teresa Road,secondary,237939.09,-2606707.63,NEW NODE
264,Tara,1,448460449,,track_grade4,205791.46,-2312610.76,NEW NODE
264,Tara,2,777957994,,track_grade2,205501.95,-2314500.33,NEW NODE
264,Tara,3,777964153,,residential,204981.95,-2314437.12,NEW NODE
264,Tara,4,777964153,,residential,204891.9,-2314395.05,NEW NODE
264,Tara,5,141185468,,unclassified,204736.52,-2314292.63,NEW NODE
264,Tara,6,321679773,,unclassified,204621.46,-2314183.9,NEW NODE
148,Titjikala,1,189467795,,track_grade3,208187.38,-2668618.45,NEW NODE
148,Titjikala,2,189465627,,track,207542.64,-2668700.86,NEW NODE
148,Titjikala,3,186247785,Chambers Pillar Road,unclassified,206801.07,-2668045.37,NEW NODE
148,Titjikala,4,778232119,,track_grade5,207189.01,-2666891.98,NEW NODE
148,Titjikala,5,778234817,,track_grade4,208391.4,-2666958.95,NEW NODE
148,Titjikala,6,778234818,,track_grade4,208331.88,-2666913.04,NEW NODE
148,Titjikala,7,778234819,,track_grade4,208400.74,-2666967.42,NEW NODE
148,Titjikala,8,778234648,,track_grade4,207456.31,-2666765.19,NEW NODE
148,Titjikala,9,778234648,,track_grade4,208025.84,-2666762.59,NEW NODE
148,Titjikala,10,189467982,,unclassified,207215.29,-2666875.99,NEW NODE
148,Titjikala,11,226848225,Maryvale Road,tertiary,207270.32,-2666843.01,NEW NODE
148,Titjikala,12,778231553,,track_grade4,206977.08,-2667083.58,NEW NODE
148,Titjikala,13,189469547,,track,208408.69,-2666974.62,NEW NODE
426,Wadeye,1,777676759,,track_grade3,-270488.84,-1511986.34,NEW NODE
426,Wadeye,2,323166353,Perdjert Street,unclassified,-269972.75,-1511767.93,NEW NODE
426,Wadeye,3,323166364,Wadeye Int Road,unclassified,-271327.91,-1511684.61,NEW NODE
426,Wadeye,4,323166362,,residential,-269606.86,-1511014.15,NEW NODE
426,Wadeye,5,558930469,,unclassified,-269712.66,-1510546.44,NEW NODE
174,Wallace Rockhole,1,188451452,Wallace Rockhole Road,track,108544.54,-2605688.15,NEW NODE
174,Wallace Rockhole,2,188451450,,residential,110176.1,-2605324.69,NEW NODE
174,Wallace Rockhole,3,980799259,,track,110226.42,-2604804.44,NEW NODE
174,Wallace Rockhole,4,38482849,Wallace Rockhole Road,unclassified,109050.73,-2603990.45,NEW NODE
256,Wandangula,1,101093951,,unclassified,468429.56,-1715470.87,NEW NODE
256,Wandangula,2,458463742,,track_grade4,467887.14,-1714534.98,NEW NODE
256,Wandangula,3,454388855,,service,468115.78,-1714696.41,NEW NODE
256,Wandangula,4,454388855,,service,468397.41,-1715168.69,NEW NODE
654,Weemol,1,460923436,,unclassified,253919.58,-1446118.9,NEW NODE
654,Weemol,2,442678755,,unclassified,252250.75,-1445959.43,NEW NODE
186,Willowra,1,321690645,Willowra,unclassified,64139.39,-2283341.38,NEW NODE
186,Willowra,2,243878563,Willowra,track,63568.83,-2283786.04,NEW NODE
186,Willowra,3,461001833,Old Airstrip,track,63909.58,-2283606.58,NEW NODE
186,Willowra,4,243878562,Lander River Road,residential,62355.65,-2283202.25,NEW NODE
186,Willowra,5,243878564,Kakarrara Road,track,63199.62,-2281832.17,NEW NODE
187,Wilora,1,1413401217,,track,178549.31,-2338763.65,NEW NODE
187,Wilora,2,1413401209,,track,178551.98,-2338768.11,NEW NODE
187,Wilora,3,121502783,Stuart Highway,trunk,176771.73,-2338883.59,NEW NODE
187,Wilora,4,121502783,Stuart Highway,trunk,177797.05,-2338281.08,NEW NODE
434,Woodycupaldiya,1,404264106,Woodycupildiya Road,secondary,-217816.25,-1468274.4,NEW NODE
434,Woodycupaldiya,2,456100669,,track_grade3,-219763.2,-1468698.96,NEW NODE
434,Woodycupaldiya,3,404275705,,unclassified,-219777.05,-1468177.71,NEW NODE
434,Woodycupaldiya,4,404722759,Deleye Road,unclassified,-218561.94,-1467442.11,NEW NODE
581,Wugularr,1,1484824932,,residential,121683.21,-1544237.72,NEW NODE
581,Wugularr,2,370581980,Yangula Street,residential,121837.13,-1544158.17,NEW NODE
581,Wugularr,3,370581972,Laiwanga Street,residential,121895.83,-1544118.22,NEW NODE
581,Wugularr,4,370581959,Cameron Road,unclassified,122298.35,-1543433.51,NEW NODE
581,Wugularr,5,22716492,Central Arnhem Highway,trunk,120893.23,-1544220.95,NEW NODE
581,Wugularr,6,508394372,,track_grade5,120472.47,-1542760.68,NEW NODE
581,Wugularr,7,475474038,,track,121200.79,-1542317.62,NEW NODE
581,Wugularr,8,475474028,,track_grade5,120463.05,-1542776.38,NEW NODE
581,Wugularr,9,1301241425,Central Arnhem Highway,trunk,121940.07,-1542537.86,NEW NODE
227,Wutunugurra,1,311345086,Kurundi Road,unclassified,337529.52,-2198754.86,NEW NODE
227,Wutunugurra,2,311345086,Kurundi Road,unclassified,336470,-2199930.6,NEW NODE
658,Yarralin,1,320305828,,unclassified,-119177.83,-1750578.61,NEW NODE
658,Yarralin,2,320305828,,unclassified,-120811.77,-1751280.81,NEW NODE
658,Yarralin,3,775956789,,track,-120071.89,-1752314.33,NEW NODE
658,Yarralin,4,775956789,,track,-118821.76,-1751238.7,NEW NODE
658,Yarralin,5,461803542,,track_grade3,-119115.04,-1750635.52,NEW NODE
658,Yarralin,6,320305831,,track,-119556.63,-1750384.09,NEW NODE
571,Yathalamarra,1,447678285,,unclassified,324725.81,-1298113.22,NEW NODE
576,Yirrkala,1,48788820,Rocky Point Road,residential,542012.13,-1303090.01,NEW NODE
576,Yirrkala,2,1263358758,,track,542423.1,-1303023.73,NEW NODE
576,Yirrkala,3,777321533,,track,541465.72,-1302894.28,NEW NODE
576,Yirrkala,4,62214679,Yirrkala Road,secondary,541464.45,-1302893.34,NEW NODE
576,Yirrkala,5,62221241,Shady Beach Road,tertiary,543052.16,-1302218.98,NEW NODE
576,Yirrkala,6,62221239,Nuwul Road,tertiary,541325.23,-1301417.16,NEW NODE
197,Yuelamu,1,143574666,,unclassified,20395.41,-2396620.78,NEW NODE
197,Yuelamu,2,188551919,,residential,21370.08,-2396763.7,NEW NODE
197,Yuelamu,3,770232224,,unclassified,20173.17,-2395283.49,NEW NODE
197,Yuelamu,4,143574653,,unclassified,21818.63,-2395247.47,NEW NODE
197,Yuelamu,5,143574656,,unclassified,21964.03,-2396127.15,NEW NODE
198,Yuendumu,1,143305765,Yuendumu Road,unclassified,-19984.9,-2395680.57,NEW NODE
198,Yuendumu,2,776437082,,track_grade3,-20663.89,-2396299.01,NEW NODE
198,Yuendumu,3,188551925,,unclassified,-20629.04,-2396290.02,NEW NODE
198,Yuendumu,4,188551927,,unclassified,-19926.26,-2395427.11,NEW NODE
198,Yuendumu,5,143305792,,unclassified,-20158.75,-2394688.41,NEW NODE
198,Yuendumu,6,98997463,,unclassified,-21820.73,-2394898.75,NEW NODE
198,Yuendumu,7,143305761,,unclassified,-21317.19,-2394416.11,NEW NODE
198,Yuendumu,8,143305761,,unclassified,-20833.89,-2394338.24,NEW NODE
198,Yuendumu,9,143305757,,unclassified,-20693.19,-2394361.51,NEW NODE
198,Yuendumu,10,143305767,Mount Denison Road,unclassified,-20174.46,-2394671.07,NEW NODE
10153,Adelaide River,1,1479074379,,track,-99112.27,-1399999.64,NEW NODE
10153,Adelaide River,2,1479074379,,track,-99319.92,-1399766.44,NEW NODE
10153,Adelaide River,3,1479074379,,track,-98453.98,-1400223.85,NEW NODE
10153,Adelaide River,4,1479074380,,track,-98636.87,-1400211.56,NEW NODE
10153,Adelaide River,5,242172858,,service,-97698.56,-1399848.27,NEW NODE
10153,Adelaide River,6,468122607,,service,-97632.71,-1399754.45,NEW NODE
10153,Adelaide River,7,1058892007,Dorat Road,unclassified,-97859.72,-1400008.66,NEW NODE
10153,Adelaide River,8,482759431,Stuart Highway,trunk,-97615.69,-1399726.05,NEW NODE
10153,Adelaide River,9,1479074384,,track,-99390.15,-1398813.59,NEW NODE
10153,Adelaide River,10,4869479,Memorial Terrace,tertiary,-97570.79,-1398811.23,NEW NODE
10153,Adelaide River,11,242172859,Coach Road,unclassified,-99348.41,-1398731.34,NEW NODE
10153,Adelaide River,12,482759429,Stuart Highway,trunk,-98945.7,-1398340.55,NEW NODE
10153,Adelaide River,13,1479074389,,track,-98884.39,-1398311.55,NEW NODE
10153,Adelaide River,14,242172865,,unclassified,-99340.58,-1398718.28,NEW NODE
916,Angatyepe,1,376662588,Larapinta Drive,primary,173368.17,-2562827.86,NEW NODE
916,Angatyepe,2,376662588,Larapinta Drive,primary,174565.22,-2562244.33,NEW NODE
916,Angatyepe,3,459809884,,service,173309.22,-2563376.22,NEW NODE
916,Angatyepe,4,459809883,,service,173308.82,-2563373.51,NEW NODE
916,Angatyepe,5,1266217945,,track,173340.62,-2562904.87,NEW NODE
916,Angatyepe,6,1266217945,,track,174629.97,-2562265.48,NEW NODE
916,Angatyepe,7,377597054,,service,173313.13,-2563009.97,NEW NODE
168,Arlparra,1,914580551,Sandover Highway,secondary,283611.33,-2380787.13,NEW NODE
168,Arlparra,2,920025228,,unclassified,283389.51,-2380669.42,NEW NODE
168,Arlparra,3,920025216,,unclassified,283915.93,-2378855.45,NEW NODE
168,Arlparra,4,920025230,,unclassified,284235.35,-2378890.98,NEW NODE
168,Arlparra,5,920025231,,unclassified,284376.2,-2378942.43,NEW NODE
168,Arlparra,6,914580550,Sandover Highway,secondary,284432.91,-2378969.26,NEW NODE
968,Armorran,1,440558396,,track_grade5,152706,-1238754.53,NEW NODE
968,Armorran,2,440558396,,track_grade5,154651.84,-1238920.54,NEW NODE
919,Arrillhjere,1,1030834933,,service,163069.85,-2566635.61,NEW NODE
919,Arrillhjere,2,440574356,,unclassified,164053.97,-2565969.15,NEW NODE
919,Arrillhjere,3,1030834930,,track,163133.11,-2567443.46,NEW NODE
919,Arrillhjere,4,1030834930,,track,163012.31,-2566961.85,NEW NODE
146,Atnarara,1,376796554,,unclassified,286242.47,-2373527.59,NEW NODE
146,Atnarara,2,376796554,,unclassified,284775.93,-2372219.64,NEW NODE
146,Atnarara,3,440736274,,track_grade5,286284.54,-2373451.44,NEW NODE
146,Atnarara,4,440736274,,track_grade5,285842.11,-2372117.56,NEW NODE
10677,Batchelor,1,1447151497,Coach Road,unclassified,-107519.27,-1379264.82,NEW NODE
10677,Batchelor,2,242025983,Woolley Court,residential,-106410.63,-1379234.89,NEW NODE
10677,Batchelor,3,242025987,Cameron Road,residential,-106407.35,-1379232.46,NEW NODE
10677,Batchelor,4,1554834999,Meneling Road,unclassified,-107982.98,-1378509.21,NEW NODE
10677,Batchelor,5,300792860,,unclassified,-107683.41,-1377701.98,NEW NODE
10677,Batchelor,6,801792816,Rum Jungle Road,secondary,-107439.8,-1377528.24,NEW NODE
10677,Batchelor,7,374619705,Batchelor Road,secondary,-106062.7,-1378799.52,NEW NODE
25,Blackwater,1,783468098,,track,-10846.57,-2508889.28,NEW NODE
25,Blackwater,2,777731426,,track_grade2,-9573.91,-2508457.16,NEW NODE
25,Blackwater,3,783468108,,track,-9448.45,-2507980,NEW NODE
25,Blackwater,4,783468102,,track,-10227.02,-2506998.59,NEW NODE
25,Blackwater,5,783468107,,track,-9557.81,-2507519.17,NEW NODE
25,Blackwater,6,143126489,,unclassified,-10146.66,-2507019.92,NEW NODE
25,Blackwater,7,143126463,,track_grade4,-10843.57,-2507055.04,NEW NODE
25,Blackwater,8,143126463,,track_grade4,-9460.13,-2507826.18,NEW NODE
11092,Borroloola,1,769618879,,track_grade2,462636.92,-1717502.15,NEW NODE
11092,Borroloola,2,29222443,Robinson Road,secondary,463296.2,-1715698.43,NEW NODE
11092,Borroloola,3,29222443,Robinson Road,secondary,463358.45,-1717684.9,NEW NODE
11092,Borroloola,4,769618878,,track,462285.27,-1716357.17,NEW NODE
11092,Borroloola,5,769618878,,track,462323.08,-1716266.29,NEW NODE
11092,Borroloola,6,769618878,,track,462386.04,-1716152.22,NEW NODE
11092,Borroloola,7,769618877,,track_grade2,462587.31,-1715925.12,NEW NODE
11092,Borroloola,8,101389461,Mulholland Street,residential,462652.64,-1715876.08,NEW NODE
11092,Borroloola,9,101389453,Anyula Street,residential,463035.45,-1715713.37,NEW NODE
11092,Borroloola,10,769621899,,track_grade3,463749.75,-1715844.88,NEW NODE
11092,Borroloola,11,379217392,Jose Street,residential,462743.23,-1715819.37,NEW NODE
11092,Borroloola,12,101389509,Harney Court,residential,462856.07,-1715766.22,NEW NODE
11092,Borroloola,13,745883527,,residential,462961.97,-1715731.23,NEW NODE
11092,Borroloola,14,769622554,,service,463252.37,-1715696.28,NEW NODE
24904,Brumby Plains,1,440949744,,track_grade5,-318102.03,-1820892.8,NEW NODE
24904,Brumby Plains,2,440949744,,track_grade5,-319438.87,-1822159,NEW NODE
949,Bunhanura,1,1335603143,Barge Landing Road,tertiary,412827.15,-1311648.83,NEW NODE
949,Bunhanura,2,1335603143,Barge Landing Road,tertiary,411217.78,-1310520.8,NEW NODE
12194,Daly Waters,1,423688133,,service,147655.75,-1730940.88,NEW NODE
12194,Daly Waters,2,809069014,,secondary,147131.56,-1731120.43,NEW NODE
12194,Daly Waters,3,98696503,,unclassified,146431.34,-1729364.63,NEW NODE
477,Dhipirrinjura,1,445443558,,track_grade5,343574.67,-1296368.88,NEW NODE
981,Djirrbiyak,1,445554023,,unclassified,84655.65,-1344718.48,NEW NODE
981,Djirrbiyak,2,509686230,Kakadu Highway,secondary,84674.64,-1344711.68,NEW NODE
981,Djirrbiyak,3,509686230,Kakadu Highway,secondary,84754.3,-1344678.45,NEW NODE
46,Dons Bore,1,188551915,,unclassified,-7262.48,-2395798.41,NEW NODE
46,Dons Bore,2,188551915,,unclassified,-9147.17,-2396278.02,NEW NODE
34,Eight Mile,1,93777079,,track,69473.45,-2578846.18,NEW NODE
34,Eight Mile,2,448801069,,track_grade4,68857.63,-2579100.61,NEW NODE
34,Eight Mile,3,440566916,No Entry (Aboriginal Freehold),unclassified,67855.66,-2578411.94,NEW NODE
34,Eight Mile,4,456567647,,track_grade3,67806.61,-2578116.07,NEW NODE
34,Eight Mile,5,446597493,,track,69108.73,-2577150.67,NEW NODE
920,Elitjia,1,376662588,Larapinta Drive,primary,162172.72,-2566029.03,NEW NODE
920,Elitjia,2,376662588,Larapinta Drive,primary,163630.81,-2565853.33,NEW NODE
920,Elitjia,3,440574356,,unclassified,163982.52,-2566614.41,NEW NODE
920,Elitjia,4,440574356,,unclassified,163967.17,-2566783.04,NEW NODE
920,Elitjia,5,1030834930,,track,163171.63,-2567595.45,NEW NODE
920,Elitjia,6,534414177,,track,163559.24,-2565797.96,NEW NODE
12641,Elliott,1,208044673,,track,164290.86,-1874549.97,NEW NODE
12641,Elliott,2,208044536,,unclassified,164629.97,-1874206.95,NEW NODE
12641,Elliott,3,208044533,,track,164749.29,-1873491.33,NEW NODE
12641,Elliott,4,397715201,,track,164769.34,-1873733.82,NEW NODE
12641,Elliott,5,845670167,,track,164709.49,-1874039.27,NEW NODE
12641,Elliott,6,845670167,,track,163256.71,-1872840.88,NEW NODE
12641,Elliott,7,777686507,,track_grade4,162790.01,-1873504.3,NEW NODE
12641,Elliott,8,845670165,Stuart Highway,trunk,164683.67,-1874103.7,NEW NODE
12641,Elliott,9,845670165,Stuart Highway,trunk,163213.35,-1872867.19,NEW NODE
12641,Elliott,10,777684560,,track_grade4,163031.43,-1873025.88,NEW NODE
12641,Elliott,11,768114735,,service,163114.54,-1872944.13,NEW NODE
12641,Elliott,12,768114735,,service,163143.93,-1872918.67,NEW NODE
12641,Elliott,13,1493486736,,track,164193.48,-1872791.87,NEW NODE
57,Five Mile,1,1223940767,,track,85519.7,-2582725.11,NEW NODE
57,Five Mile,2,93787034,,unclassified,86409.68,-2581402.9,NEW NODE
57,Five Mile,3,93787034,,unclassified,84492.77,-2581956.56,NEW NODE
489,Galawdjapin,1,447412014,,unclassified,311903.52,-1299824.79,NEW NODE
489,Galawdjapin,2,447412014,,unclassified,312392.71,-1297888.02,NEW NODE
489,Galawdjapin,3,447412015,,track_grade5,312538.06,-1299800.49,NEW NODE
963,Garanydjirr,1,442415440,,track_grade3,333803.28,-1298489.01,NEW NODE
973,Hingstons Place,1,208044610,Kaczinsky Road,unclassified,229812.49,-2104548.3,NEW NODE
973,Hingstons Place,2,1334814326,,track,229852.89,-2104538.18,NEW NODE
973,Hingstons Place,3,226560897,Stuart Highway,trunk,229088.48,-2104447.02,NEW NODE
973,Hingstons Place,4,172569408,Stuart Highway,trunk,229416.7,-2102591.42,NEW NODE
973,Hingstons Place,5,1204744982,,track,229202.24,-2102651.21,NEW NODE
973,Hingstons Place,6,1204744981,,track,229385.9,-2102595.99,NEW NODE
973,Hingstons Place,7,1204744461,,track,229301.1,-2102617.09,NEW NODE
973,Hingstons Place,8,226561034,Warrego Road,tertiary,228716.36,-2104079.41,NEW NODE
800,Hunters Camp,1,509686230,Kakadu Highway,secondary,91288.55,-1336121.59,NEW NODE
800,Hunters Camp,2,505983119,Arnhem Highway,secondary,92221.79,-1335972.87,NEW NODE
800,Hunters Camp,3,172807010,Arnhem Highway,primary,90631.68,-1335345.13,NEW NODE
52,Importna,1,448917599,,track,74863.01,-2585123.66,NEW NODE
52,Importna,2,93780642,,service,75595.37,-2584822.33,NEW NODE
52,Importna,3,1068740878,Larapinta Drive,primary,75672.1,-2584732.96,NEW NODE
52,Importna,4,93776147,,track,73990.82,-2584580.84,NEW NODE
52,Importna,5,93776549,,track,74023.05,-2583611.2,NEW NODE
52,Importna,6,182528307,Larapinta Drive,primary,73915.05,-2583865.61,NEW NODE
932,Inbina Atwatye,1,376662588,Larapinta Drive,primary,171993.2,-2563254.46,NEW NODE
932,Inbina Atwatye,2,376662588,Larapinta Drive,primary,173852.05,-2562634.82,NEW NODE
932,Inbina Atwatye,3,459809885,,service,173588.17,-2563443.84,NEW NODE
932,Inbina Atwatye,4,1266217945,,track,172022.67,-2563303.63,NEW NODE
932,Inbina Atwatye,5,1266217945,,track,173858.05,-2562703.89,NEW NODE
932,Inbina Atwatye,6,1486469775,,unclassified,171864.34,-2562686.39,NEW NODE
932,Inbina Atwatye,7,1485872453,,track,173564.81,-2562049.24,NEW NODE
932,Inbina Atwatye,8,1486469774,,track,172659.14,-2561779.98,NEW NODE
82,Inkwelaye,1,203344393,,unclassified,290158.6,-2379986.84,NEW NODE
82,Inkwelaye,2,203344390,,unclassified,289067.48,-2378371.35,NEW NODE
82,Inkwelaye,3,203344420,,track,290720.37,-2378678.52,NEW NODE
771,Ipalala,1,448800813,,unclassified,69305.4,-2582355.98,NEW NODE
921,Irriltyere (A),1,376662588,Larapinta Drive,primary,169975.58,-2563796.99,NEW NODE
921,Irriltyere (A),2,376662588,Larapinta Drive,primary,171795.33,-2563298.64,NEW NODE
921,Irriltyere (A),3,1182599331,,unclassified,169979.31,-2563752.07,NEW NODE
921,Irriltyere (A),4,448647003,,residential,170322.97,-2563105.92,NEW NODE
921,Irriltyere (A),5,1266217945,,track,169972.66,-2563874.62,NEW NODE
921,Irriltyere (A),6,1266217945,,track,171824.32,-2563344.33,NEW NODE
921,Irriltyere (A),7,1486469778,,residential,170278.85,-2563145.91,NEW NODE
921,Irriltyere (A),8,1486469776,,unclassified,171232.63,-2562901.05,NEW NODE
921,Irriltyere (A),9,1486469777,,residential,171194.13,-2562891.4,NEW NODE
921,Irriltyere (A),10,1246973499,,track,170858.76,-2562872.57,NEW NODE
921,Irriltyere (A),11,1246973499,,track,171103.71,-2562875.25,NEW NODE
922,Irriltyere (B),1,448886137,,unclassified,169723.02,-2564000.66,NEW NODE
935,Itchy Koo Park,1,376662588,Larapinta Drive,primary,167495.58,-2564565.92,NEW NODE
935,Itchy Koo Park,2,376662588,Larapinta Drive,primary,166477.35,-2564925.81,NEW NODE
935,Itchy Koo Park,3,457648445,,service,167167.62,-2564543.19,NEW NODE
923,Iteyepintye,1,376662588,Larapinta Drive,primary,161996.06,-2566037.52,NEW NODE
923,Iteyepintye,2,376662588,Larapinta Drive,primary,161009.67,-2566160.16,NEW NODE
923,Iteyepintye,3,448898318,,unclassified,162086.62,-2564515.59,NEW NODE
923,Iteyepintye,4,448898306,,residential,162392.34,-2565146.66,NEW NODE
923,Iteyepintye,5,448898308,,residential,162392.37,-2565147.15,NEW NODE
923,Iteyepintye,6,448898307,,residential,162392.31,-2565145.95,NEW NODE
924,Itperlyenge,1,376662588,Larapinta Drive,primary,162887.7,-2566063.13,NEW NODE
924,Itperlyenge,2,376662588,Larapinta Drive,primary,162078.26,-2566032.33,NEW NODE
924,Itperlyenge,3,1030834933,,service,162883.31,-2566064.7,NEW NODE
924,Itperlyenge,4,1246945074,,track,162721.84,-2566113.31,NEW NODE
924,Itperlyenge,5,448898024,,unclassified,161717.16,-2565733.19,NEW NODE
924,Itperlyenge,6,448898024,,unclassified,161537.36,-2565334.64,NEW NODE
924,Itperlyenge,7,448898029,,track_grade1,161585.63,-2565496.74,NEW NODE
924,Itperlyenge,8,448898313,,unclassified,161966.78,-2565969.64,NEW NODE
924,Itperlyenge,9,457648460,,track_grade4,163505.39,-2564991.19,NEW NODE
824,Jemelke,1,776529067,,unclassified,193743.49,-2316602.78,NEW NODE
824,Jemelke,2,208044571,,track,193749.63,-2316156.86,NEW NODE
824,Jemelke,3,208044571,,track,191793.36,-2316568.23,NEW NODE
824,Jemelke,4,765978977,Stuart Highway,trunk,193770.44,-2316414.54,NEW NODE
824,Jemelke,5,226560891,Stuart Highway,trunk,191861.32,-2316776.56,NEW NODE
67,Kaporilya,1,93776005,,unclassified,72821.62,-2584990.33,NEW NODE
67,Kaporilya,2,93776005,,unclassified,72595.79,-2585026.15,NEW NODE
67,Kaporilya,3,93776147,,track,73302,-2584687.65,NEW NODE
67,Kaporilya,4,93774164,,track,72163.39,-2584949.58,NEW NODE
67,Kaporilya,5,93776549,,track,72813.14,-2583064.18,NEW NODE
67,Kaporilya,6,182528307,Larapinta Drive,primary,73445.02,-2583581.26,NEW NODE
67,Kaporilya,7,182528307,Larapinta Drive,primary,72750.55,-2583048.5,NEW NODE
14240,Kulgera,1,1068917571,Stuart Highway,trunk,128413.28,-2798386.87,NEW NODE
14240,Kulgera,2,186251359,Finke Road,tertiary,129732.75,-2797065.14,NEW NODE
14240,Kulgera,3,1068917572,Stuart Highway,trunk,128344.9,-2796596.62,NEW NODE
14240,Kulgera,4,1030660779,,track,127859.37,-2797206.99,NEW NODE
14240,Kulgera,5,764347070,Old Alignment,track_grade3,128830.98,-2796475.67,NEW NODE
14240,Kulgera,6,1030660782,,track,129677.02,-2796959.23,NEW NODE
391,Kungarrewarl,1,198378947,Maningrida Access,secondary,116001.13,-1302231.64,NEW NODE
391,Kungarrewarl,2,198378947,Maningrida Access,secondary,117813.32,-1301487.35,NEW NODE
391,Kungarrewarl,3,444247568,,track_grade3,117578.76,-1302846.36,NEW NODE
391,Kungarrewarl,4,444247581,,track_grade2,117981.45,-1302078.54,NEW NODE
391,Kungarrewarl,5,241565361,,tertiary,116714.03,-1301082.37,NEW NODE
718,Kuy,1,323262310,,track_grade3,-261673.59,-1488827.67,NEW NODE
925,Kwale Kwale,1,376662588,Larapinta Drive,primary,158287.25,-2566615.11,NEW NODE
925,Kwale Kwale,2,376662588,Larapinta Drive,primary,159575.53,-2566431.66,NEW NODE
925,Kwale Kwale,3,450575012,,track_grade4,157866.98,-2565485.64,NEW NODE
14359,Larrimah,1,595075919,,track_grade2,130472.79,-1654942.89,NEW NODE
14359,Larrimah,2,482759391,Stuart Highway,trunk,131847.03,-1656281.65,NEW NODE
14359,Larrimah,3,592021725,,unclassified,131253.07,-1654417.02,NEW NODE
14359,Larrimah,4,765978972,Stuart Highway,trunk,130985.38,-1654483.29,NEW NODE
14359,Larrimah,5,328316986,Larrimah Western Creek Road,unclassified,130713.15,-1656176.78,NEW NODE
856,Lizard Bore,1,189318493,Gary Junction Road,tertiary,-86850.59,-2511972.47,NEW NODE
856,Lizard Bore,2,189318493,Gary Junction Road,tertiary,-88645.3,-2512535.47,NEW NODE
