Community_ID,Community,exit_number,osm_id,road_name,fclass,exit_x,exit_y
138,Pmara Jutunta,8,776252049,,track_grade2,146740.97354965028,-2390213.348249037
550,Ramingining,1,776237545,Lewangu Drive,tertiary,323708.04794141435,-1304123.8780235492
550,Ramingining,2,1112649471,,track,325116.22393507883,-1304402.055292129
550,Ramingining,3,776237543,Dingbulu Road,unclassified,324238.9787988915,-1304531.3423484701
550,Ramingining,4,1447426803,Dingbulu Road,tertiary,325387.46537135233,-1303040.229782197
641,Rittarangu,1,174686796,,unclassified,278888.2431202783,-1561599.604571175
258,Robinson River,1,776685088,,track_grade2,533517.6413485382,-1794996.170410352
258,Robinson River,2,143823870,Robinson River Road,unclassified,531965.159307787,-1794828.1844064211
642,Rockhole,1,26643374,Florina Road,tertiary,20982.67132374041,-1538192.8872248463
642,Rockhole,2,26643374,Florina Road,tertiary,19297.868405879806,-1539018.3351520356
642,Rockhole,3,233599507,Egan Street,unclassified,19332.788214852826,-1538635.0772263906
642,Rockhole,4,1493649872,,service,19531.66609348253,-1538267.0863484542
642,Rockhole,5,1493649873,,service,19497.93219108153,-1538309.5355208863
642,Rockhole,6,1494324104,,service,20937.635415468416,-1538152.0690568797
642,Rockhole,7,1494317439,,service,20406.980062039143,-1537922.4389059222
642,Rockhole,8,233599508,Helena Road,unclassified,19604.53585124139,-1538190.4997819744
642,Rockhole,9,233599510,Hendry Road,unclassified,20316.305994797392,-1537916.3299230938
469,Rorruwuy,1,458789543,,track_grade5,475934.9771842657,-1293347.7277346011
469,Rorruwuy,2,458789544,,track_grade5,475680.04164950363,-1293465.4877466422
469,Rorruwuy,3,455250124,,track_grade4,476108.17756389914,-1293312.7529647367
145,Santa Teresa,1,93255081,Old Andado Track (Binns Track),tertiary,238113.141938614,-2608265.5575371026
145,Santa Teresa,2,376524245,Power Road,unclassified,238359.10917484458,-2608376.9775685673
145,Santa Teresa,3,376524245,Power Road,unclassified,238142.27836154337,-2608283.0212369366
145,Santa Teresa,4,1553793223,Arlperre Road,residential,239113.46064231076,-2606536.2253224794
145,Santa Teresa,5,778241253,,track_grade3,239438.898007708,-2606815.6609805436
145,Santa Teresa,6,777959213,,track,238730.25759892145,-2606422.583263372
145,Santa Teresa,7,928093204,,track,238628.74515262296,-2606418.929002181
145,Santa Teresa,8,928093204,,track,238711.34973978225,-2606421.6543798167
145,Santa Teresa,9,777959569,,track,239005.1084045538,-2606487.2683885
145,Santa Teresa,10,1553793225,Phillipson Road,unclassified,238539.27280871067,-2606423.8224598863
145,Santa Teresa,11,172449691,Santa Teresa Road,secondary,237939.0930098835,-2606707.629702815
264,Tara,1,448460449,,track_grade4,205791.45748457423,-2312610.7567908587
264,Tara,2,777957994,,track_grade2,205501.9505215264,-2314500.3252868694
264,Tara,3,777964153,,residential,204981.94989330048,-2314437.1218753126
264,Tara,4,777964153,,residential,204891.89548419393,-2314395.0462836227
264,Tara,5,141185468,,unclassified,204736.51868651208,-2314292.632511866
264,Tara,6,321679773,,unclassified,204621.45511134245,-2314183.897236104
148,Titjikala,1,189467795,,track_grade3,208187.38448472213,-2668618.4469534312
148,Titjikala,2,189465627,,track,207542.64485185326,-2668700.8636398315
148,Titjikala,3,186247785,Chambers Pillar Road,unclassified,206801.07314192408,-2668045.3673407584
148,Titjikala,4,778232119,,track_grade5,207189.00768358092,-2666891.983755209
148,Titjikala,5,778234817,,track_grade4,208391.39862355747,-2666958.947472841
148,Titjikala,6,778234818,,track_grade4,208331.88093645437,-2666913.035120515
148,Titjikala,7,778234819,,track_grade4,208400.74380336836,-2666967.4174501067
148,Titjikala,8,778234648,,track_grade4,207456.3097556128,-2666765.1856376226
148,Titjikala,9,778234648,,track_grade4,208025.84246718665,-2666762.5926174126
148,Titjikala,10,189467982,,unclassified,207215.28686285418,-2666875.9944334817
148,Titjikala,11,226848225,Maryvale Road,tertiary,207270.32448323845,-2666843.0061533386
148,Titjikala,12,778231553,,track_grade4,206977.0817847488,-2667083.581473931
148,Titjikala,13,189469547,,track,208408.69272840355,-2666974.621935809
426,Wadeye,1,777676759,,track_grade3,-270488.84236090357,-1511986.3434253298
426,Wadeye,2,323166353,Perdjert Street,unclassified,-269972.7503956908,-1511767.9342437242
426,Wadeye,3,323166364,Wadeye Int Road,unclassified,-271327.90661805146,-1511684.6117763598
426,Wadeye,4,323166362,,residential,-269606.8599281794,-1511014.1469792835
426,Wadeye,5,558930469,,unclassified,-269712.6637948754,-1510546.4399024916
174,Wallace Rockhole,1,188451452,Wallace Rockhole Road,track,108544.54223611888,-2605688.1468850127
174,Wallace Rockhole,2,188451450,,residential,110176.10262567589,-2605324.6862721383
174,Wallace Rockhole,3,980799259,,track,110226.42363518328,-2604804.444333866
174,Wallace Rockhole,4,38482849,Wallace Rockhole Road,unclassified,109050.72895574007,-2603990.4527182323
256,Wandangula,1,101093951,,unclassified,468429.56005701405,-1715470.8657714264
256,Wandangula,2,458463742,,track_grade4,467887.14341684786,-1714534.9803918167
256,Wandangula,3,454388855,,service,468115.7780565016,-1714696.408721527
256,Wandangula,4,454388855,,service,468397.4091407202,-1715168.686263944
654,Weemol,1,460923436,,unclassified,253919.58473697357,-1446118.9015903645
654,Weemol,2,442678755,,unclassified,252250.75074636503,-1445959.4259185547
186,Willowra,1,321690645,Willowra,unclassified,64139.394861587,-2283341.3784214603
186,Willowra,2,243878563,Willowra,track,63568.82657567789,-2283786.044400153
186,Willowra,3,461001833,Old Airstrip,track,63909.582859202295,-2283606.5846962617
186,Willowra,4,243878562,Lander River Road,residential,62355.650977861806,-2283202.249795486
186,Willowra,5,243878564,Kakarrara Road,track,63199.61878272984,-2281832.16796731
187,Wilora,1,1413401217,,track,178549.31043382935,-2338763.649189382
187,Wilora,2,1413401209,,track,178551.98198052892,-2338768.106395773
187,Wilora,3,121502783,Stuart Highway,trunk,176771.72777394825,-2338883.590033688
187,Wilora,4,121502783,Stuart Highway,trunk,177797.04617360682,-2338281.0780239077
434,Woodycupaldiya,1,404264106,Woodycupildiya Road,secondary,-217816.24575771778,-1468274.4035803394
434,Woodycupaldiya,2,456100669,,track_grade3,-219763.1975172336,-1468698.962864517
434,Woodycupaldiya,3,404275705,,unclassified,-219777.0510760219,-1468177.7133751386
434,Woodycupaldiya,4,404722759,Deleye Road,unclassified,-218561.93573681763,-1467442.1054337388
581,Wugularr,1,1484824932,,residential,121683.20682286103,-1544237.7235848126
581,Wugularr,2,370581980,Yangula Street,residential,121837.13181627454,-1544158.1720527762
581,Wugularr,3,370581972,Laiwanga Street,residential,121895.82565419214,-1544118.218874184
581,Wugularr,4,370581959,Cameron Road,unclassified,122298.34932983753,-1543433.5120213998
581,Wugularr,5,22716492,Central Arnhem Highway,trunk,120893.2279711342,-1544220.948104224
581,Wugularr,6,508394372,,track_grade5,120472.46959704289,-1542760.6754670984
581,Wugularr,7,475474038,,track,121200.78664338855,-1542317.619701712
581,Wugularr,8,475474028,,track_grade5,120463.05413837823,-1542776.3842108548
581,Wugularr,9,1301241425,Central Arnhem Highway,trunk,121940.06911840012,-1542537.8593243503
227,Wutunugurra,1,311345086,Kurundi Road,unclassified,337529.5226128144,-2198754.855875047
227,Wutunugurra,2,311345086,Kurundi Road,unclassified,336469.99904021417,-2199930.600903371
658,Yarralin,1,320305828,,unclassified,-119177.83123881728,-1750578.6106884442
658,Yarralin,2,320305828,,unclassified,-120811.7701272757,-1751280.8134135
658,Yarralin,3,775956789,,track,-120071.89387370579,-1752314.3313376699
658,Yarralin,4,775956789,,track,-118821.75652868662,-1751238.7004691046
658,Yarralin,5,461803542,,track_grade3,-119115.04361982846,-1750635.5180691641
658,Yarralin,6,320305831,,track,-119556.6295122645,-1750384.0926170067
571,Yathalamarra,1,447678285,,unclassified,324725.8065340671,-1298113.2209390823
576,Yirrkala,1,48788820,Rocky Point Road,residential,542012.1254081344,-1303090.0050258166
576,Yirrkala,2,1263358758,,track,542423.1049578758,-1303023.732664258
576,Yirrkala,3,777321533,,track,541465.720781797,-1302894.2826259793
576,Yirrkala,4,62214679,Yirrkala Road,secondary,541464.4462705809,-1302893.3373840395
576,Yirrkala,5,62221241,Shady Beach Road,tertiary,543052.1560820948,-1302218.9831181692
576,Yirrkala,6,62221239,Nuwul Road,tertiary,541325.2290711274,-1301417.163079021
197,Yuelamu,1,143574666,,unclassified,20395.41302357566,-2396620.783373163
197,Yuelamu,2,188551919,,residential,21370.075801202933,-2396763.699657154
197,Yuelamu,3,770232224,,unclassified,20173.168216061782,-2395283.4946729844
197,Yuelamu,4,143574653,,unclassified,21818.63402368402,-2395247.46946881
197,Yuelamu,5,143574656,,unclassified,21964.03187422336,-2396127.146206276
198,Yuendumu,1,143305765,Yuendumu Road,unclassified,-19984.903652345918,-2395680.569455743
198,Yuendumu,2,776437082,,track_grade3,-20663.893697634743,-2396299.0059252423
198,Yuendumu,3,188551925,,unclassified,-20629.044144684496,-2396290.024453589
198,Yuendumu,4,188551927,,unclassified,-19926.25598058551,-2395427.111194402
198,Yuendumu,5,143305792,,unclassified,-20158.74761492323,-2394688.4097713865
198,Yuendumu,6,98997463,,unclassified,-21820.732600489493,-2394898.7532901717
198,Yuendumu,7,143305761,,unclassified,-21317.191816426835,-2394416.1134520667
198,Yuendumu,8,143305761,,unclassified,-20833.886479462057,-2394338.2375963586
198,Yuendumu,9,143305757,,unclassified,-20693.187153862065,-2394361.505794983
198,Yuendumu,10,143305767,Mount Denison Road,unclassified,-20174.46067593006,-2394671.073080167
10153,Adelaide River,1,1479074379,,track,-99112.27354430502,-1399999.6354525036
10153,Adelaide River,2,1479074379,,track,-99319.92057085369,-1399766.4396265047
10153,Adelaide River,3,1479074379,,track,-98453.98494664904,-1400223.8464685606
10153,Adelaide River,4,1479074380,,track,-98636.86623958271,-1400211.5619112474
10153,Adelaide River,5,242172858,,service,-97698.55679844697,-1399848.2652034997
10153,Adelaide River,6,468122607,,service,-97632.7119367964,-1399754.4498905288
10153,Adelaide River,7,1058892007,Dorat Road,unclassified,-97859.71798253433,-1400008.6633035454
10153,Adelaide River,8,482759431,Stuart Highway,trunk,-97615.68945712184,-1399726.0495989628
10153,Adelaide River,9,1479074384,,track,-99390.14712459603,-1398813.5933620431
10153,Adelaide River,10,4869479,Memorial Terrace,tertiary,-97570.78835472991,-1398811.2325086608
10153,Adelaide River,11,242172859,Coach Road,unclassified,-99348.4118411863,-1398731.3353007287
10153,Adelaide River,12,482759429,Stuart Highway,trunk,-98945.69847509722,-1398340.546547758
10153,Adelaide River,13,1479074389,,track,-98884.38864452814,-1398311.5491574828
10153,Adelaide River,14,242172865,,unclassified,-99340.5841719047,-1398718.2756235176
916,Angatyepe,1,376662588,Larapinta Drive,primary,173368.17356182082,-2562827.857127932
916,Angatyepe,2,376662588,Larapinta Drive,primary,174565.21935292918,-2562244.325552805
916,Angatyepe,3,459809884,,service,173309.2213995131,-2563376.2192773726
916,Angatyepe,4,459809883,,service,173308.81933876214,-2563373.508803956
916,Angatyepe,5,1266217945,,track,173340.61863498454,-2562904.867989399
916,Angatyepe,6,1266217945,,track,174629.9665329263,-2562265.4796004323
916,Angatyepe,7,377597054,,service,173313.1313329902,-2563009.971434453
168,Arlparra,1,914580551,Sandover Highway,secondary,283611.3266805095,-2380787.134267151
168,Arlparra,2,920025228,,unclassified,283389.5126714555,-2380669.419582512
168,Arlparra,3,920025216,,unclassified,283915.92873148766,-2378855.4479405032
168,Arlparra,4,920025230,,unclassified,284235.3484693167,-2378890.9835029026
168,Arlparra,5,920025231,,unclassified,284376.1953449973,-2378942.434369308
168,Arlparra,6,914580550,Sandover Highway,secondary,284432.908373626,-2378969.2576341834
968,Armorran,1,440558396,,track_grade5,152705.9964366518,-1238754.5264505013
968,Armorran,2,440558396,,track_grade5,154651.83519082767,-1238920.5362124627
919,Arrillhjere,1,1030834933,,service,163069.8480940822,-2566635.6061970587
919,Arrillhjere,2,440574356,,unclassified,164053.97384060716,-2565969.147589491
919,Arrillhjere,3,1030834930,,track,163133.10903591095,-2567443.4604738844
919,Arrillhjere,4,1030834930,,track,163012.30510143258,-2566961.8524102783
146,Atnarara,1,376796554,,unclassified,286242.4653248942,-2373527.590144072
146,Atnarara,2,376796554,,unclassified,284775.9349255019,-2372219.635452409
146,Atnarara,3,440736274,,track_grade5,286284.5421584962,-2373451.437319836
146,Atnarara,4,440736274,,track_grade5,285842.10655920656,-2372117.5597939976
10677,Batchelor,1,1447151497,Coach Road,unclassified,-107519.27159397681,-1379264.8243212118
10677,Batchelor,2,242025983,Woolley Court,residential,-106410.62951692393,-1379234.8946727547
10677,Batchelor,3,242025987,Cameron Road,residential,-106407.3511466563,-1379232.4632676549
10677,Batchelor,4,1554834999,Meneling Road,unclassified,-107982.97706159741,-1378509.2115277546
10677,Batchelor,5,300792860,,unclassified,-107683.40918252719,-1377701.9829269361
10677,Batchelor,6,801792816,Rum Jungle Road,secondary,-107439.79709420582,-1377528.241222925
10677,Batchelor,7,374619705,Batchelor Road,secondary,-106062.69519521797,-1378799.5220438964
25,Blackwater,1,783468098,,track,-10846.572012856517,-2508889.2772060307
25,Blackwater,2,777731426,,track_grade2,-9573.909481625811,-2508457.1636413564
25,Blackwater,3,783468108,,track,-9448.448678973722,-2507979.999777422
25,Blackwater,4,783468102,,track,-10227.019453690074,-2506998.5904445145
25,Blackwater,5,783468107,,track,-9557.805932585574,-2507519.16825724
25,Blackwater,6,143126489,,unclassified,-10146.663248769488,-2507019.915261427
25,Blackwater,7,143126463,,track_grade4,-10843.57146653551,-2507055.0355597865
25,Blackwater,8,143126463,,track_grade4,-9460.132422622477,-2507826.182730193
11092,Borroloola,1,769618879,,track_grade2,462636.92350114667,-1717502.1459675473
11092,Borroloola,2,29222443,Robinson Road,secondary,463296.19630159973,-1715698.4305804172
11092,Borroloola,3,29222443,Robinson Road,secondary,463358.4490460643,-1717684.9041117115
11092,Borroloola,4,769618878,,track,462285.26544442674,-1716357.1702722765
11092,Borroloola,5,769618878,,track,462323.07884495705,-1716266.285654155
11092,Borroloola,6,769618878,,track,462386.0441107327,-1716152.220557994
11092,Borroloola,7,769618877,,track_grade2,462587.3095610566,-1715925.115433037
11092,Borroloola,8,101389461,Mulholland Street,residential,462652.64045021636,-1715876.0844477888
11092,Borroloola,9,101389453,Anyula Street,residential,463035.44808724115,-1715713.368385957
11092,Borroloola,10,769621899,,track_grade3,463749.7545395779,-1715844.875280983
11092,Borroloola,11,379217392,Jose Street,residential,462743.23135649215,-1715819.3672073446
11092,Borroloola,12,101389509,Harney Court,residential,462856.0720275419,-1715766.218749318
11092,Borroloola,13,745883527,,residential,462961.9742593247,-1715731.2287407597
11092,Borroloola,14,769622554,,service,463252.3709834673,-1715696.2775805972
24904,Brumby Plains,1,440949744,,track_grade5,-318102.03361199406,-1820892.8049645985
24904,Brumby Plains,2,440949744,,track_grade5,-319438.87310352206,-1822159.0027218196
949,Bunhanura,1,1335603143,Barge Landing Road,tertiary,412827.14919902035,-1311648.8279297112
949,Bunhanura,2,1335603143,Barge Landing Road,tertiary,411217.77798981714,-1310520.7992037223
12194,Daly Waters,1,423688133,,service,147655.74637385606,-1730940.881562463
12194,Daly Waters,2,809069014,,secondary,147131.56193152745,-1731120.4312402767
12194,Daly Waters,3,98696503,,unclassified,146431.339528153,-1729364.631799863
477,Dhipirrinjura,1,445443558,,track_grade5,343574.6729435255,-1296368.8794473615
981,Djirrbiyak,1,445554023,,unclassified,84655.65442117752,-1344718.477719594
981,Djirrbiyak,2,509686230,Kakadu Highway,secondary,84674.64379085497,-1344711.6832144794
981,Djirrbiyak,3,509686230,Kakadu Highway,secondary,84754.30018025871,-1344678.4529537614
46,Dons Bore,1,188551915,,unclassified,-7262.478111635235,-2395798.409601985
46,Dons Bore,2,188551915,,unclassified,-9147.17195882406,-2396278.0230595465
34,Eight Mile,1,93777079,,track,69473.44957744647,-2578846.1764740534
34,Eight Mile,2,448801069,,track_grade4,68857.63331598771,-2579100.6084637614
34,Eight Mile,3,440566916,No Entry (Aboriginal Freehold),unclassified,67855.66020128377,-2578411.938521716
34,Eight Mile,4,456567647,,track_grade3,67806.61310165732,-2578116.066504343
34,Eight Mile,5,446597493,,track,69108.73344185992,-2577150.6677540517
920,Elitjia,1,376662588,Larapinta Drive,primary,162172.71768932065,-2566029.0344333714
920,Elitjia,2,376662588,Larapinta Drive,primary,163630.81169493526,-2565853.3252949165
920,Elitjia,3,440574356,,unclassified,163982.52437783088,-2566614.4106431
920,Elitjia,4,440574356,,unclassified,163967.17188055345,-2566783.03643866
920,Elitjia,5,1030834930,,track,163171.63094450496,-2567595.448939096
920,Elitjia,6,534414177,,track,163559.24057965903,-2565797.9614100535
12641,Elliott,1,208044673,,track,164290.85858988785,-1874549.9661709224
12641,Elliott,2,208044536,,unclassified,164629.96689626822,-1874206.948973296
12641,Elliott,3,208044533,,track,164749.28691380806,-1873491.3257935795
12641,Elliott,4,397715201,,track,164769.34412302845,-1873733.817017163
12641,Elliott,5,845670167,,track,164709.4942956939,-1874039.2652263925
12641,Elliott,6,845670167,,track,163256.7132011886,-1872840.8778729527
12641,Elliott,7,777686507,,track_grade4,162790.01313843447,-1873504.2990576872
12641,Elliott,8,845670165,Stuart Highway,trunk,164683.67224602491,-1874103.7025798727
12641,Elliott,9,845670165,Stuart Highway,trunk,163213.346912415,-1872867.1887030483
12641,Elliott,10,777684560,,track_grade4,163031.42977033003,-1873025.8799501117
12641,Elliott,11,768114735,,service,163114.5392870534,-1872944.1290316198
12641,Elliott,12,768114735,,service,163143.92991546713,-1872918.6718567554
12641,Elliott,13,1493486736,,track,164193.47662538133,-1872791.8691987682
57,Five Mile,1,1223940767,,track,85519.69577938138,-2582725.114010924
57,Five Mile,2,93787034,,unclassified,86409.67963813464,-2581402.898883451
57,Five Mile,3,93787034,,unclassified,84492.7740482303,-2581956.5631538318
489,Galawdjapin,1,447412014,,unclassified,311903.5169938704,-1299824.7888096664
489,Galawdjapin,2,447412014,,unclassified,312392.7059776364,-1297888.0185469133
489,Galawdjapin,3,447412015,,track_grade5,312538.0614197431,-1299800.4948619723
963,Garanydjirr,1,442415440,,track_grade3,333803.2757590089,-1298489.0083629189
973,Hingstons Place,1,208044610,Kaczinsky Road,unclassified,229812.49385803618,-2104548.3006222397
973,Hingstons Place,2,1334814326,,track,229852.88892622196,-2104538.1821844033
973,Hingstons Place,3,226560897,Stuart Highway,trunk,229088.47573606568,-2104447.018449528
973,Hingstons Place,4,172569408,Stuart Highway,trunk,229416.70170124783,-2102591.4165192745
973,Hingstons Place,5,1204744982,,track,229202.24007354924,-2102651.208305145
973,Hingstons Place,6,1204744981,,track,229385.8980257567,-2102595.9858128983
973,Hingstons Place,7,1204744461,,track,229301.1001379013,-2102617.0923564015
973,Hingstons Place,8,226561034,Warrego Road,tertiary,228716.36012943138,-2104079.4066404146
800,Hunters Camp,1,509686230,Kakadu Highway,secondary,91288.55079813654,-1336121.5854046524
800,Hunters Camp,2,505983119,Arnhem Highway,secondary,92221.78740979181,-1335972.866318592
800,Hunters Camp,3,172807010,Arnhem Highway,primary,90631.6764514484,-1335345.1298740192
52,Importna,1,448917599,,track,74863.01309496902,-2585123.6625471083
52,Importna,2,93780642,,service,75595.36714297526,-2584822.3270859094
52,Importna,3,1068740878,Larapinta Drive,primary,75672.09879486657,-2584732.955222276
52,Importna,4,93776147,,track,73990.82252011205,-2584580.843645847
52,Importna,5,93776549,,track,74023.04515350552,-2583611.2036724584
52,Importna,6,182528307,Larapinta Drive,primary,73915.05089691422,-2583865.6141015063
932,Inbina Atwatye,1,376662588,Larapinta Drive,primary,171993.19541466414,-2563254.4619067693
932,Inbina Atwatye,2,376662588,Larapinta Drive,primary,173852.05244381237,-2562634.8187970547
932,Inbina Atwatye,3,459809885,,service,173588.1663277214,-2563443.8423533863
932,Inbina Atwatye,4,1266217945,,track,172022.66539883902,-2563303.629604955
932,Inbina Atwatye,5,1266217945,,track,173858.0540116007,-2562703.894836663
932,Inbina Atwatye,6,1486469775,,unclassified,171864.34026990173,-2562686.3947169823
932,Inbina Atwatye,7,1485872453,,track,173564.80525888628,-2562049.236460948
932,Inbina Atwatye,8,1486469774,,track,172659.13894314598,-2561779.977047014
82,Inkwelaye,1,203344393,,unclassified,290158.6020350815,-2379986.844030524
82,Inkwelaye,2,203344390,,unclassified,289067.47570508736,-2378371.345068187
82,Inkwelaye,3,203344420,,track,290720.36930156685,-2378678.5157376053
771,Ipalala,1,448800813,,unclassified,69305.39552131217,-2582355.977135475
921,Irriltyere (A),1,376662588,Larapinta Drive,primary,169975.57697503813,-2563796.98630433
921,Irriltyere (A),2,376662588,Larapinta Drive,primary,171795.33366686018,-2563298.6417903667
921,Irriltyere (A),3,1182599331,,unclassified,169979.30986460688,-2563752.0680297636
921,Irriltyere (A),4,448647003,,residential,170322.96939812298,-2563105.91756498
921,Irriltyere (A),5,1266217945,,track,169972.66198144996,-2563874.61522966
921,Irriltyere (A),6,1266217945,,track,171824.3201100257,-2563344.330738255
921,Irriltyere (A),7,1486469778,,residential,170278.8498908468,-2563145.9051554985
921,Irriltyere (A),8,1486469776,,unclassified,171232.63010717364,-2562901.047111911
921,Irriltyere (A),9,1486469777,,residential,171194.12725180184,-2562891.40264871
921,Irriltyere (A),10,1246973499,,track,170858.75779763554,-2562872.57403679
921,Irriltyere (A),11,1246973499,,track,171103.70917363255,-2562875.2502671108
922,Irriltyere (B),1,448886137,,unclassified,169723.01716994075,-2564000.6561193285
935,Itchy Koo Park,1,376662588,Larapinta Drive,primary,167495.57845304708,-2564565.917094486
935,Itchy Koo Park,2,376662588,Larapinta Drive,primary,166477.3477385797,-2564925.8062378312
935,Itchy Koo Park,3,457648445,,service,167167.62232549858,-2564543.193082154
923,Iteyepintye,1,376662588,Larapinta Drive,primary,161996.05577419244,-2566037.5153186033
923,Iteyepintye,2,376662588,Larapinta Drive,primary,161009.67477795098,-2566160.163899972
923,Iteyepintye,3,448898318,,unclassified,162086.62163271516,-2564515.590666035
923,Iteyepintye,4,448898306,,residential,162392.34226613675,-2565146.66483349
923,Iteyepintye,5,448898308,,residential,162392.3659839491,-2565147.1476206514
923,Iteyepintye,6,448898307,,residential,162392.3072159362,-2565145.9513702667
924,Itperlyenge,1,376662588,Larapinta Drive,primary,162887.7022606878,-2566063.131238694
924,Itperlyenge,2,376662588,Larapinta Drive,primary,162078.25975662615,-2566032.334809864
924,Itperlyenge,3,1030834933,,service,162883.31475189768,-2566064.7011144413
924,Itperlyenge,4,1246945074,,track,162721.84267121274,-2566113.3076577177
924,Itperlyenge,5,448898024,,unclassified,161717.15826009805,-2565733.1872392404
924,Itperlyenge,6,448898024,,unclassified,161537.3595191098,-2565334.64319514
924,Itperlyenge,7,448898029,,track_grade1,161585.63414575992,-2565496.7382415505
924,Itperlyenge,8,448898313,,unclassified,161966.7758168471,-2565969.64260304
924,Itperlyenge,9,457648460,,track_grade4,163505.39327492623,-2564991.1924396977
824,Jemelke,1,776529067,,unclassified,193743.48562690552,-2316602.7802526844
824,Jemelke,2,208044571,,track,193749.62636567868,-2316156.861626878
824,Jemelke,3,208044571,,track,191793.36311092763,-2316568.230224373
824,Jemelke,4,765978977,Stuart Highway,trunk,193770.4437086783,-2316414.540215954
824,Jemelke,5,226560891,Stuart Highway,trunk,191861.31753328754,-2316776.560635111
67,Kaporilya,1,93776005,,unclassified,72821.61510506147,-2584990.333195387
67,Kaporilya,2,93776005,,unclassified,72595.7879399565,-2585026.1463302015
67,Kaporilya,3,93776147,,track,73302.00017063456,-2584687.6489250553
67,Kaporilya,4,93774164,,track,72163.38551755747,-2584949.584699762
67,Kaporilya,5,93776549,,track,72813.14172697312,-2583064.1793783936
67,Kaporilya,6,182528307,Larapinta Drive,primary,73445.02458351431,-2583581.258768397
67,Kaporilya,7,182528307,Larapinta Drive,primary,72750.54769532246,-2583048.5003896793
14240,Kulgera,1,1068917571,Stuart Highway,trunk,128413.28494162545,-2798386.871675113
14240,Kulgera,2,186251359,Finke Road,tertiary,129732.75177734591,-2797065.1384085706
14240,Kulgera,3,1068917572,Stuart Highway,trunk,128344.90458714361,-2796596.619588585
14240,Kulgera,4,1030660779,,track,127859.36892565459,-2797206.9929155977
14240,Kulgera,5,764347070,Old Alignment,track_grade3,128830.9809822511,-2796475.674648456
14240,Kulgera,6,1030660782,,track,129677.02314831171,-2796959.230184968
391,Kungarrewarl,1,198378947,Maningrida Access,secondary,116001.1300437307,-1302231.6420827662
391,Kungarrewarl,2,198378947,Maningrida Access,secondary,117813.32228440995,-1301487.3484829948
391,Kungarrewarl,3,444247568,,track_grade3,117578.75651253096,-1302846.3643052774
391,Kungarrewarl,4,444247581,,track_grade2,117981.44515208098,-1302078.5366500758
391,Kungarrewarl,5,241565361,,tertiary,116714.02727959747,-1301082.3653717213
718,Kuy,1,323262310,,track_grade3,-261673.59030343816,-1488827.6665696742
925,Kwale Kwale,1,376662588,Larapinta Drive,primary,158287.24555395814,-2566615.1103345538
925,Kwale Kwale,2,376662588,Larapinta Drive,primary,159575.52734057626,-2566431.6577630495
925,Kwale Kwale,3,450575012,,track_grade4,157866.97817149287,-2565485.6356820227
14359,Larrimah,1,595075919,,track_grade2,130472.78528683409,-1654942.8859506163
14359,Larrimah,2,482759391,Stuart Highway,trunk,131847.02545702658,-1656281.645578025
14359,Larrimah,3,592021725,,unclassified,131253.0685981362,-1654417.016102978
14359,Larrimah,4,765978972,Stuart Highway,trunk,130985.37653876255,-1654483.2853117238
14359,Larrimah,5,328316986,Larrimah Western Creek Road,unclassified,130713.1517974271,-1656176.77843063
856,Lizard Bore,1,189318493,Gary Junction Road,tertiary,-86850.59264015639,-2511972.465346816
856,Lizard Bore,2,189318493,Gary Junction Road,tertiary,-88645.30024027199,-2512535.4666660354
614,Lul-Tju,1,188736186,Parnta Access Road,unclassified,-148929.3666666848,-1965636.8693422284
614,Lul-Tju,2,188736186,Parnta Access Road,unclassified,-148233.79333753843,-1963765.8092955013
94,Lyilyalanama,1,93781350,,track,75537.27054658,-2585730.035034187
94,Lyilyalanama,2,93781350,,track,75498.08554871222,-2585753.521618055
94,Lyilyalanama,3,93776005,,unclassified,74049.3482109678,-2585159.779358593
94,Lyilyalanama,4,93780622,,track,76007.51459603253,-2584843.3720582663
94,Lyilyalanama,5,1068740878,Larapinta Drive,primary,76008.63253713833,-2584897.785307108
94,Lyilyalanama,6,93776147,,track,74068.29520885205,-2584547.4430760923
94,Lyilyalanama,7,93776549,,track,74541.49755511296,-2583998.3876452954
94,Lyilyalanama,8,182528307,Larapinta Drive,primary,74382.1554255259,-2584103.65201394
897,Mandedjkadjang,1,447934882,,unclassified,225174.61459429344,-1295767.3159939104
897,Mandedjkadjang,2,447934882,,unclassified,226035.65472246378,-1294741.1810377256
23547,Mataranka,1,765978968,Stuart Highway,trunk,116371.66577680211,-1584663.882546874
23547,Mataranka,2,262978366,,track,116234.9597368702,-1584719.2564631072
23547,Mataranka,3,453949962,,service,115183.67785828782,-1584427.1857418388
23547,Mataranka,4,117058672,Carew Road,unclassified,115439.96643393765,-1584635.5528953297
23547,Mataranka,5,334320944,,service,115140.9653212139,-1583157.6410092274
23547,Mataranka,6,334320944,,service,114998.28872570551,-1584119.255759822
23547,Mataranka,7,334320944,,service,115003.05307243529,-1584132.5712169148
23547,Mataranka,8,262978377,,track,116907.6575795212,-1583547.4250425622
23547,Mataranka,9,262978352,,track,116824.86228765073,-1583316.3909404743
23547,Mataranka,10,482759395,Roper Terrace,trunk,115225.58327796764,-1583059.645597416
23547,Mataranka,11,462105405,Martin Road,tertiary,116687.51508291757,-1583111.8566525686
23547,Mataranka,12,262978380,,track,116580.58327771371,-1583005.5787315816
872,Merral Ntarrakala,1,1223940756,,service,82916.24932996991,-2582055.440783724
